Universal Asset Identifier,Asset Name,Knowledge System,Asset Type,Status,Owner,Parent Assets,Last Review,Notes,Repository Path,Supporting Files,Version,Completion Percentage,Child Assets,Relationship List,Evidence Links,Report Links,Marketplace Links,Next Review,Change History,Build Provenance,Source Builds,Registration Basis,File SHA256,Last Updated,Asset Title
CERT-GKS-000080,CERT-GKS-000083 — Evidence-Based Circadian and Sleep Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000083_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c915b21e39ea8309434dd5a2358d0cfc1016e2a676d80ab0ef31875f1abdffd5,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000081,CERT-GKS-000084 — Glutathione and Redox Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000084_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,ff23726c2207e07464d9fc9c61548eeffbfcffe8a3b9b92d71cede695db31c2a,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000082,CERT-GKS-000085 — NNMT-Inhibitor Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000085_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,27d46251df34d01a2157e0d091b86a2c8265a94a8281102e7054d30872360f29,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000083,CERT-GKS-000086 — NAD Coenzyme and Injectable-Quality Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000086_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,e9f3c208c4b699f80cca72bfcdc69eedcb016217d3db84be8f3fb8319e18059c,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000084,CERT-GKS-000087 — Unresolved Metabolic-Compound Identity Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000087_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,f25ad86ec9216ff257034ed815574a76b540be706564a7f7184f2326c7641fd6,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000085,CERT-GKS-000088 — Pharmaceutical Diluent Identity and Quality Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000088_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,6c56864e0ce7743d2ad40d5ac30cd1f8ab7bcf80f6217723ca1345fb447712b5,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000086,CERT-GKS-000089 — Botulinum Toxin Product-Specific Evidence Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000089_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,2570f9692e68fc3bbb27ea1f8dc4961959eace00651fc09e0946db30cbe230ed,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000087,CERT-GKS-000090 — Hyaluronic-Acid Product and Device Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000090_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,58d9bed3cf000e7f934fbcaff0cac1187122d66af1faf496ec2e77fa8ea445af,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000088,CERT-GKS-000091 — Alprostadil Product-Specific Medicine Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000091_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,fef4849d18644cbc281be33770e3a9335e4aa38c6978b1f7a5dce42622e0052d,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000089,CERT-GKS-000092 — Injectable Cosmetic Mixture Safety Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000092_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,43796ba1e702e22c80940abfc9ca523719b34f0a82e5b497015e593d8f7b7d27,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000090,CERT-GKS-000093 — Barth Syndrome Authorised-Product Evidence,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000093_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,65c0adaa1bc2926d60a70e668dc7e2704953997da51658d2e13e8bea32aceae2,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000091,CERT-GKS-000094 — Mitochondrial Cardiolipin Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000094_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,17948f49a564c07c2bd0d6c5754ee7f40e35dc943e4e6e430df10aff2578bd7d,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000092,CERT-GKS-000095 — Native GLP-1 Physiology Research,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000095_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,ec23aa3986cbf362724a762895efe76b0b55756b1a21d134169075d898379b35,2026-07-19T18:56:54.150597+00:00,
CERT-GKS-000093,CERT-GKS-000096 — Generic GLP-1 Product Identity Resolution,GKS,Knowledge Asset, Foundation goal object,Certiaura,,,,07_Goals/CERT-GKS-000096_Goal.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,3d4e534ca150f1b78fc71f3ce98f103a561967a6997867ad89da063fd6c690fe,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000013,CERT PPS 000013 PASSPORT,PPS,Knowledge Asset,P0 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10A/CERT-PPS-000013_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,65410cf342d919707d51aef6b08ca725ee6e9c66a48d15dd2dd26ec0d68401b5,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000065,CERT-PPS-000013 — Insulin Supplier Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10A/CERT-PPS-000013_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c38487a040a4b3bdf5b01f78417a7612b76cdee8960d9a0a7d30897dd716ad9d,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000014,CERT PPS 000014 PASSPORT,PPS,Knowledge Asset,P0 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10A/CERT-PPS-000014_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,fa390e386d889e306b3d97b14974c51557a06348bf11bb07f27145c71752ad25,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000066,CERT-PPS-000014 — Erythropoietin Supplier Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10A/CERT-PPS-000014_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,262c12b1e504d685b2cbb136ea37d7c558ab6bcf71005b2aca153e375d73cb0a,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000015,CERT PPS 000015 PASSPORT,PPS,Knowledge Asset,P0 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10A/CERT-PPS-000015_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,e757fe8c5755ee762bd6d65cca10bc35f9237a1573e0bc0f402b27cd97438428,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000067,CERT-PPS-000015 — Unbranded Cerebrolysin-Type Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10A/CERT-PPS-000015_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,7f59edbf8508a4b3930ad80494606d9e1ce3b861cab49253017612a04d2815d0,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000016,CERT PPS 000016 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10B/CERT-PPS-000016_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,5313287636832d3914cfa7ebfc0f58df3a697008bff2471ee4f8f6941655699f,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000068,CERT-PPS-000016 — Matrixyl Supplier Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10B/CERT-PPS-000016_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c8081983c3ef9b90f9821501da557fe85d4bab31ae1e2ece69b3515fb18d74ea,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000017,CERT PPS 000017 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10B/CERT-PPS-000017_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,ef94456615b6d03b61d849a245e253c2297c160de690f6034d4f4c4c99a8c932,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000069,CERT-PPS-000017 — Testagen Supplier Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10B/CERT-PPS-000017_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,952f908e3eff17a55baa9ee27ec5ce0004b51a2a50dba3a4a6c1e82b0f0ad42d,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000018,CERT PPS 000018 PASSPORT,PPS,Knowledge Asset,P0 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000018_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,29a46fb902b13af8e5445726f19c86ab2f4081b833976ab83435a59bf2875ff9,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000070,CERT-PPS-000018 — Dermorphin PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000018_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c58f6f00749ece860e047601e4b25ee1e1d8d39358295c094c5efb560ec33c10,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000019,CERT PPS 000019 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000019_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,f3986b6a26fa2a1424b54e8dd131b2e1610ae6723304eca32595f77b6b33de77,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000071,CERT-PPS-000019 — Adamax Supplier Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000019_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,75807c0364798a37fb61a61f8215f9149b20b6d90859c6a1e9469bd4178591b8,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000020,CERT PPS 000020 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000020_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,cc5999e1994e384bedc948f78b29b4f1fc5736c82b9b88ebb74cb5be9badd18a,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000072,CERT-PPS-000020 — PE 22-28 Supplier Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000020_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,5e7c45a90c0cfa484734c6e37aae79e5891d14c7d4724c6babfd38e49f03f31f,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000021,CERT PPS 000021 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000021_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,810391d9e572230333fac95665a29ad852b6bc926f83b0d69e3e3fcc33ad13ae,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000073,CERT-PPS-000021 — P021 / Peptide 021 Adamantane Conjugate Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000021_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,136364c3620920743f1fb4d1c07642636f4b4cd8b5a23589e5691dcd55b6ee69,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000022,CERT PPS 000022 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000022_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,e29672323d032b8a530c0393805b236a84e8cab3363e2cfce4e0c84b2993f2c3,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000074,CERT-PPS-000022 — P21 Without Adamantane Supplier Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000022_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,dd0a51459d2d9b3652af1fe23f6c6104438265fed33b79ba2f5f8669a5a18be7,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000023,CERT PPS 000023 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000023_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,794f34563837c539d98038a7dfeecabfb40c8a9b4a9cdfba72f50fbd7f41f302,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000075,CERT-PPS-000023 — Cagrilintide + Semaglutide Supplier Blend PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10C/CERT-PPS-000023_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,d97200256d3c1732996eca82b318d49959e5379760eff3ddb16cb2d31d31998e,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000024,CERT PPS 000024 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000024_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,5233c65dd4496cd72df0536dae1c5d3ee26fe34a06a2e94a2d5f155a96d6729c,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000076,CERT-PPS-000024 — BPC-157 + TB Supplier Blend Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000024_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,3a5d62cfc3e9ded9eb00f93ba0b46841fbf19ef6181eb23f5be5c58e0a142659,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000025,CERT PPS 000025 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000025_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,14b0120b79e3256ce32c8a93f04d510f7d2f76c4ec8738e735c1984f9060d7b2,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000077,CERT-PPS-000025 — BPC-157 + GHK-Cu + TB-500 Supplier Blend PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000025_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,94e40859fbc5ebe0b8fa236089e04070938128dd983f287a9b1699031d580632,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000026,CERT PPS 000026 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000026_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,9afa6bf05a2e34078cee0a09f60369d1344d7d00adc9375b7e25728efe7e67b2,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000078,CERT-PPS-000026 — BPC-157 + GHK-Cu + TB-500 + KPV Supplier Blend PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000026_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,24fb27c4af33ab768f42c45a9b8ec44d9453216de8c13fae1cee287f96d6f5a2,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000027,CERT PPS 000027 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000027_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,ca3f3d0b922cb092ce0018fc581efe4db0a0209595407c7a16a3314970a7265d,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000079,CERT-PPS-000027 — Retatrutide + Cagrilintide Supplier Blend PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000027_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c5a4ac8956f36730582a770529df5dc1725056e2c65063eaf16d2f187a2bcbe6,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000028,CERT PPS 000028 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000028_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,b908d10ce3207814fc4e174303d470ee62e6297a5d17ff5ae1643a194e9808bf,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000080,CERT-PPS-000028 — Tesamorelin + Ipamorelin Supplier Blend PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000028_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,f9467dbcd402be7f69e71e75082246f472cd448b0829c6ff6c82d9c50d3f55fe,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000029,CERT PPS 000029 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000029_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,030ecda72f3abbf3082560465e48c2da136bd83bd4adb691ed8ac998ac6e956b,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000081,CERT-PPS-000029 — Semax + Selank Supplier Blend PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000029_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,24171773f252a494fe8ab25620a2d71e8fc94fbe6526e40d2c873a6b14affb54,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000030,CERT PPS 000030 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000030_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,852006728ddcdc746004ab939322b004e2c21de796870417650041e82b743297,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000082,CERT-PPS-000030 — Modified GRF (1-29) + Ipamorelin Supplier Blend PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C10D/CERT-PPS-000030_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,840ee8b0562b04d6afd08044cb5c71bda910b8d493d4aa10aae60117cc96d463,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000031,CERT PPS 000031 PASSPORT,PPS,Knowledge Asset,OPEN / SOURCE FOUNDATION COMPLETE / SUPPLIER EVIDENCE NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C11A/CERT-PPS-000031_Passport.json,,0.3.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,32bd0ffc94179aadd136ddcf7921e82998667c8a16ec492cff643faebd15a155,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000083,CERT-PPS-000031 — Elamipretide / SS-31 PRODUCT PASSPORT™,PPS,Knowledge Asset, SOURCE FOUNDATION COMPLETE / SUPPLIER EVIDENCE OPEN,Certiaura,,,,08_Product_Passports/C11A/CERT-PPS-000031_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,fd08e3a61be63f3659fd9af0cf8b49571bab9b441da2ebaf207887a631070abe,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000032,CERT PPS 000032 PASSPORT,PPS,Knowledge Asset,P1 OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C11A/CERT-PPS-000032_Passport.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,3ae2ebcbc86d9d961e32f4fe813b35c0643813d02de488d0124d23886ae42060,2026-07-19T18:56:54.150597+00:00,
CERT-PPS-000084,CERT-PPS-000032 — Generic GLP-1 Supplier Product Family PRODUCT PASSPORT™,PPS,Knowledge Asset, OPEN / NOT CERTIFIED,Certiaura,,,,08_Product_Passports/C11A/CERT-PPS-000032_Passport.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,8a1aa20dc2231aa8f725ceb6f801c351c71027b1176049d7661008adbd86a309,2026-07-19T18:56:54.150597+00:00,
